target,source,dataset,model,method,seed,ap,precision_at_5,recall_at_5
positional,random,electricity,logreg,linshap,2,0.7783333333333333,0.6,0.6
positional,permuted,electricity,logreg,linshap,2,0.885,0.8,0.8
positional,constant,electricity,logreg,linshap,2,0.625,1.0,1.0
positional,oracle,electricity,logreg,linshap,2,1.0,1.0,1.0
random,real,electricity,logreg,linshap,2,0.5726190476190476,0.4,0.4
random,random,electricity,logreg,linshap,2,0.6683333333333333,0.8,0.8
random,permuted,electricity,logreg,linshap,2,0.7892857142857144,0.6,0.6
random,constant,electricity,logreg,linshap,2,0.625,0.6,0.6
random,oracle,electricity,logreg,linshap,2,1.0,1.0,1.0
self_top5,real,electricity,logreg,linshap,2,1.0,1.0,1.0
self_top5,random,electricity,logreg,linshap,2,0.7295238095238095,0.6,0.6
self_top5,permuted,electricity,logreg,linshap,2,0.81,0.8,0.8
self_top5,constant,electricity,logreg,linshap,2,0.625,0.6,0.6
self_top5,oracle,electricity,logreg,linshap,2,1.0,1.0,1.0
loso_top5,real,electricity,logreg,linshap,2,1.0,1.0,1.0
loso_top5,random,electricity,logreg,linshap,2,0.7295238095238095,0.6,0.6
loso_top5,permuted,electricity,logreg,linshap,2,0.81,0.8,0.8
loso_top5,constant,electricity,logreg,linshap,2,0.625,0.6,0.6
loso_top5,oracle,electricity,logreg,linshap,2,1.0,1.0,1.0
positional,real,electricity,logreg,linshap,3,0.7892857142857144,0.6,0.6
positional,random,electricity,logreg,linshap,3,0.81,0.8,0.8
positional,permuted,electricity,logreg,linshap,3,0.885,0.8,0.8
positional,constant,electricity,logreg,linshap,3,0.625,1.0,1.0
positional,oracle,electricity,logreg,linshap,3,1.0,1.0,1.0
random,real,electricity,logreg,linshap,3,0.5726190476190476,0.4,0.4
random,random,electricity,logreg,linshap,3,0.5961904761904762,0.6,0.6
random,permuted,electricity,logreg,linshap,3,0.6592857142857143,0.6,0.6
random,constant,electricity,logreg,linshap,3,0.625,0.6,0.6
random,oracle,electricity,logreg,linshap,3,1.0,1.0,1.0
self_top5,real,electricity,logreg,linshap,3,1.0,1.0,1.0
self_top5,random,electricity,logreg,linshap,3,0.6726190476190477,0.4,0.4
self_top5,permuted,electricity,logreg,linshap,3,0.6416666666666666,0.6,0.6
self_top5,constant,electricity,logreg,linshap,3,0.625,0.6,0.6
self_top5,oracle,electricity,logreg,linshap,3,1.0,1.0,1.0
loso_top5,real,electricity,logreg,linshap,3,1.0,1.0,1.0
loso_top5,random,electricity,logreg,linshap,3,0.6726190476190477,0.4,0.4
loso_top5,permuted,electricity,logreg,linshap,3,0.6416666666666666,0.6,0.6
loso_top5,constant,electricity,logreg,linshap,3,0.625,0.6,0.6
loso_top5,oracle,electricity,logreg,linshap,3,1.0,1.0,1.0
positional,real,electricity,logreg,linshap,4,0.7892857142857144,0.6,0.6
positional,random,electricity,logreg,linshap,4,0.9266666666666666,0.8,0.8
positional,permuted,electricity,logreg,linshap,4,0.8261904761904763,0.6,0.6
positional,constant,electricity,logreg,linshap,4,0.625,1.0,1.0
positional,oracle,electricity,logreg,linshap,4,1.0,1.0,1.0
random,real,electricity,logreg,linshap,4,0.5726190476190476,0.4,0.4
random,random,electricity,logreg,linshap,4,0.5783333333333334,0.6,0.6
random,permuted,electricity,logreg,linshap,4,0.8583333333333333,0.6,0.6
random,constant,electricity,logreg,linshap,4,0.625,0.6,0.6
random,oracle,electricity,logreg,linshap,4,1.0,1.0,1.0
self_top5,real,electricity,logreg,linshap,4,1.0,1.0,1.0
self_top5,random,electricity,logreg,linshap,4,0.7861904761904762,0.8,0.8
self_top5,permuted,electricity,logreg,linshap,4,0.6592857142857143,0.6,0.6
self_top5,constant,electricity,logreg,linshap,4,0.625,0.6,0.6
self_top5,oracle,electricity,logreg,linshap,4,1.0,1.0,1.0
loso_top5,real,electricity,logreg,linshap,4,1.0,1.0,1.0
loso_top5,random,electricity,logreg,linshap,4,0.7861904761904762,0.8,0.8
loso_top5,permuted,electricity,logreg,linshap,4,0.6592857142857143,0.6,0.6
loso_top5,constant,electricity,logreg,linshap,4,0.625,0.6,0.6
loso_top5,oracle,electricity,logreg,linshap,4,1.0,1.0,1.0
positional,real,electricity,logreg,lime,0,0.7683333333333333,0.8,0.8
positional,random,electricity,logreg,lime,0,0.6392857142857143,0.4,0.4
positional,permuted,electricity,logreg,lime,0,0.7592857142857143,0.6,0.6
positional,constant,electricity,logreg,lime,0,0.625,1.0,1.0
positional,oracle,electricity,logreg,lime,0,1.0,1.0,1.0
random,real,electricity,logreg,lime,0,0.4859523809523809,0.4,0.4
random,random,electricity,logreg,lime,0,0.8761904761904762,0.6,0.6
random,permuted,electricity,logreg,lime,0,0.525952380952381,0.6,0.6
random,constant,electricity,logreg,lime,0,0.625,0.6,0.6
random,oracle,electricity,logreg,lime,0,1.0,1.0,1.0
self_top5,real,electricity,logreg,lime,0,1.0,1.0,1.0
self_top5,random,electricity,logreg,lime,0,0.6592857142857143,0.6,0.6
self_top5,permuted,electricity,logreg,lime,0,0.7961904761904761,0.6,0.6
self_top5,constant,electricity,logreg,lime,0,0.625,0.8,0.8
self_top5,oracle,electricity,logreg,lime,0,1.0,1.0,1.0
loso_top5,real,electricity,logreg,lime,0,1.0,1.0,1.0
loso_top5,random,electricity,logreg,lime,0,0.6592857142857143,0.6,0.6
loso_top5,permuted,electricity,logreg,lime,0,0.7961904761904761,0.6,0.6
loso_top5,constant,electricity,logreg,lime,0,0.625,0.8,0.8
loso_top5,oracle,electricity,logreg,lime,0,1.0,1.0,1.0
positional,real,electricity,logreg,lime,1,0.7861904761904762,0.8,0.8
positional,random,electricity,logreg,lime,1,0.7595238095238095,0.6,0.6
positional,permuted,electricity,logreg,lime,1,0.7783333333333333,0.6,0.6
positional,constant,electricity,logreg,lime,1,0.625,1.0,1.0
positional,oracle,electricity,logreg,lime,1,1.0,1.0,1.0
random,real,electricity,logreg,lime,1,0.4859523809523809,0.4,0.4
random,random,electricity,logreg,lime,1,0.852857142857143,0.8,0.8
random,permuted,electricity,logreg,lime,1,0.46928571428571425,0.4,0.4
random,constant,electricity,logreg,lime,1,0.625,0.6,0.6
random,oracle,electricity,logreg,lime,1,1.0,1.0,1.0
self_top5,real,electricity,logreg,lime,1,1.0,1.0,1.0
self_top5,random,electricity,logreg,lime,1,0.5059523809523809,0.4,0.4
self_top5,permuted,electricity,logreg,lime,1,0.885,0.8,0.8
self_top5,constant,electricity,logreg,lime,1,0.625,0.8,0.8
self_top5,oracle,electricity,logreg,lime,1,1.0,1.0,1.0
loso_top5,real,electricity,logreg,lime,1,1.0,1.0,1.0
loso_top5,random,electricity,logreg,lime,1,0.5059523809523809,0.4,0.4
loso_top5,permuted,electricity,logreg,lime,1,0.885,0.8,0.8
loso_top5,constant,electricity,logreg,lime,1,0.625,0.8,0.8
loso_top5,oracle,electricity,logreg,lime,1,1.0,1.0,1.0
positional,real,electricity,logreg,lime,2,0.7683333333333333,0.8,0.8
positional,random,electricity,logreg,lime,2,0.8083333333333333,0.6,0.6
positional,permuted,electricity,logreg,lime,2,0.6192857142857142,0.4,0.4
positional,constant,electricity,logreg,lime,2,0.625,1.0,1.0
positional,oracle,electricity,logreg,lime,2,1.0,1.0,1.0
random,real,electricity,logreg,lime,2,0.4859523809523809,0.4,0.4
random,random,electricity,logreg,lime,2,0.6116666666666666,0.6,0.6
random,permuted,electricity,logreg,lime,2,0.5961904761904762,0.6,0.6
random,constant,electricity,logreg,lime,2,0.625,0.6,0.6
random,oracle,electricity,logreg,lime,2,1.0,1.0,1.0
self_top5,real,electricity,logreg,lime,2,1.0,1.0,1.0
self_top5,random,electricity,logreg,lime,2,0.7892857142857144,0.6,0.6
self_top5,permuted,electricity,logreg,lime,2,0.6726190476190477,0.4,0.4
self_top5,constant,electricity,logreg,lime,2,0.625,0.8,0.8
self_top5,oracle,electricity,logreg,lime,2,1.0,1.0,1.0
loso_top5,real,electricity,logreg,lime,2,1.0,1.0,1.0
loso_top5,random,electricity,logreg,lime,2,0.7892857142857144,0.6,0.6
loso_top5,permuted,electricity,logreg,lime,2,0.6726190476190477,0.4,0.4
loso_top5,constant,electricity,logreg,lime,2,0.625,0.8,0.8
loso_top5,oracle,electricity,logreg,lime,2,1.0,1.0,1.0
positional,real,electricity,logreg,lime,3,0.7683333333333333,0.8,0.8
positional,random,electricity,logreg,lime,3,0.6926190476190477,0.6,0.6
positional,permuted,electricity,logreg,lime,3,0.7226190476190476,0.6,0.6
positional,constant,electricity,logreg,lime,3,0.625,1.0,1.0
positional,oracle,electricity,logreg,lime,3,1.0,1.0,1.0
random,real,electricity,logreg,lime,3,0.4859523809523809,0.4,0.4
random,random,electricity,logreg,lime,3,0.5059523809523809,0.4,0.4
random,permuted,electricity,logreg,lime,3,0.8261904761904763,0.6,0.6
random,constant,electricity,logreg,lime,3,0.625,0.6,0.6
random,oracle,electricity,logreg,lime,3,1.0,1.0,1.0
self_top5,real,electricity,logreg,lime,3,1.0,1.0,1.0
self_top5,random,electricity,logreg,lime,3,0.7592857142857143,0.6,0.6
self_top5,permuted,electricity,logreg,lime,3,0.6926190476190477,0.6,0.6
self_top5,constant,electricity,logreg,lime,3,0.625,0.8,0.8
self_top5,oracle,electricity,logreg,lime,3,1.0,1.0,1.0
loso_top5,real,electricity,logreg,lime,3,1.0,1.0,1.0
loso_top5,random,electricity,logreg,lime,3,0.7592857142857143,0.6,0.6
loso_top5,permuted,electricity,logreg,lime,3,0.6926190476190477,0.6,0.6
loso_top5,constant,electricity,logreg,lime,3,0.625,0.8,0.8
loso_top5,oracle,electricity,logreg,lime,3,1.0,1.0,1.0
positional,real,electricity,logreg,lime,4,0.7683333333333333,0.8,0.8
positional,random,electricity,logreg,lime,4,0.7592857142857143,0.6,0.6
positional,permuted,electricity,logreg,lime,4,0.7592857142857143,0.6,0.6
positional,constant,electricity,logreg,lime,4,0.625,1.0,1.0
positional,oracle,electricity,logreg,lime,4,1.0,1.0,1.0
random,real,electricity,logreg,lime,4,0.4859523809523809,0.4,0.4
random,random,electricity,logreg,lime,4,0.8766666666666667,0.8,0.8
random,permuted,electricity,logreg,lime,4,0.5726190476190476,0.4,0.4
random,constant,electricity,logreg,lime,4,0.625,0.6,0.6
random,oracle,electricity,logreg,lime,4,1.0,1.0,1.0
self_top5,real,electricity,logreg,lime,4,1.0,1.0,1.0
self_top5,random,electricity,logreg,lime,4,0.8392857142857143,0.6,0.6
self_top5,permuted,electricity,logreg,lime,4,0.8350000000000001,0.8,0.8
self_top5,constant,electricity,logreg,lime,4,0.625,0.8,0.8
self_top5,oracle,electricity,logreg,lime,4,1.0,1.0,1.0
loso_top5,real,electricity,logreg,lime,4,1.0,1.0,1.0
loso_top5,random,electricity,logreg,lime,4,0.8392857142857143,0.6,0.6
loso_top5,permuted,electricity,logreg,lime,4,0.8350000000000001,0.8,0.8
loso_top5,constant,electricity,logreg,lime,4,0.625,0.8,0.8
loso_top5,oracle,electricity,logreg,lime,4,1.0,1.0,1.0
positional,real,electricity,rf,treeshap,0,1.0,1.0,1.0
positional,random,electricity,rf,treeshap,0,0.7116666666666667,0.6,0.6
positional,permuted,electricity,rf,treeshap,0,0.6726190476190477,0.4,0.4
positional,constant,electricity,rf,treeshap,0,0.625,1.0,1.0
positional,oracle,electricity,rf,treeshap,0,1.0,1.0,1.0
random,real,electricity,rf,treeshap,0,0.9028571428571428,0.8,0.8
random,random,electricity,rf,treeshap,0,0.6926190476190477,0.6,0.6
random,permuted,electricity,rf,treeshap,0,0.6926190476190477,0.6,0.6
random,constant,electricity,rf,treeshap,0,0.625,0.8,0.8
random,oracle,electricity,rf,treeshap,0,1.0,1.0,1.0
self_top5,real,electricity,rf,treeshap,0,1.0,1.0,1.0
self_top5,random,electricity,rf,treeshap,0,0.7116666666666667,0.6,0.6
self_top5,permuted,electricity,rf,treeshap,0,0.6726190476190477,0.4,0.4
self_top5,constant,electricity,rf,treeshap,0,0.625,1.0,1.0
self_top5,oracle,electricity,rf,treeshap,0,1.0,1.0,1.0
loso_top5,real,electricity,rf,treeshap,0,1.0,1.0,1.0
loso_top5,random,electricity,rf,treeshap,0,0.7116666666666667,0.6,0.6
loso_top5,permuted,electricity,rf,treeshap,0,0.6726190476190477,0.4,0.4
loso_top5,constant,electricity,rf,treeshap,0,0.625,1.0,1.0
loso_top5,oracle,electricity,rf,treeshap,0,1.0,1.0,1.0
positional,real,electricity,rf,treeshap,1,1.0,1.0,1.0
positional,random,electricity,rf,treeshap,1,0.7116666666666667,0.6,0.6
positional,permuted,electricity,rf,treeshap,1,0.6783333333333333,0.6,0.6
positional,constant,electricity,rf,treeshap,1,0.625,1.0,1.0
positional,oracle,electricity,rf,treeshap,1,1.0,1.0,1.0
random,real,electricity,rf,treeshap,1,0.9028571428571428,0.8,0.8
random,random,electricity,rf,treeshap,1,0.6783333333333333,0.6,0.6
random,permuted,electricity,rf,treeshap,1,0.7683333333333333,0.8,0.8
random,constant,electricity,rf,treeshap,1,0.625,0.8,0.8
random,oracle,electricity,rf,treeshap,1,1.0,1.0,1.0
self_top5,real,electricity,rf,treeshap,1,1.0,1.0,1.0
self_top5,random,electricity,rf,treeshap,1,0.7116666666666667,0.6,0.6
self_top5,permuted,electricity,rf,treeshap,1,0.6783333333333333,0.6,0.6
self_top5,constant,electricity,rf,treeshap,1,0.625,1.0,1.0
self_top5,oracle,electricity,rf,treeshap,1,1.0,1.0,1.0
loso_top5,real,electricity,rf,treeshap,1,1.0,1.0,1.0
loso_top5,random,electricity,rf,treeshap,1,0.7116666666666667,0.6,0.6
loso_top5,permuted,electricity,rf,treeshap,1,0.6783333333333333,0.6,0.6
loso_top5,constant,electricity,rf,treeshap,1,0.625,1.0,1.0
loso_top5,oracle,electricity,rf,treeshap,1,1.0,1.0,1.0
positional,real,electricity,rf,treeshap,2,1.0,1.0,1.0
positional,random,electricity,rf,treeshap,2,0.5449999999999999,0.6,0.6
positional,permuted,electricity,rf,treeshap,2,0.6961904761904761,0.6,0.6
positional,constant,electricity,rf,treeshap,2,0.625,1.0,1.0
positional,oracle,electricity,rf,treeshap,2,1.0,1.0,1.0
random,real,electricity,rf,treeshap,2,0.9028571428571428,0.8,0.8
random,random,electricity,rf,treeshap,2,0.6116666666666666,0.6,0.6
random,permuted,electricity,rf,treeshap,2,0.7961904761904761,0.6,0.6
random,constant,electricity,rf,treeshap,2,0.625,0.8,0.8
random,oracle,electricity,rf,treeshap,2,1.0,1.0,1.0
self_top5,real,electricity,rf,treeshap,2,1.0,1.0,1.0
self_top5,random,electricity,rf,treeshap,2,0.5449999999999999,0.6,0.6
self_top5,permuted,electricity,rf,treeshap,2,0.6961904761904761,0.6,0.6
self_top5,constant,electricity,rf,treeshap,2,0.625,1.0,1.0
self_top5,oracle,electricity,rf,treeshap,2,1.0,1.0,1.0
loso_top5,real,electricity,rf,treeshap,2,1.0,1.0,1.0
loso_top5,random,electricity,rf,treeshap,2,0.5449999999999999,0.6,0.6
loso_top5,permuted,electricity,rf,treeshap,2,0.6961904761904761,0.6,0.6
loso_top5,constant,electricity,rf,treeshap,2,0.625,1.0,1.0
loso_top5,oracle,electricity,rf,treeshap,2,1.0,1.0,1.0
positional,real,electricity,rf,treeshap,3,1.0,1.0,1.0
positional,random,electricity,rf,treeshap,3,0.8083333333333333,0.6,0.6
positional,permuted,electricity,rf,treeshap,3,0.7783333333333333,0.6,0.6
positional,constant,electricity,rf,treeshap,3,0.625,1.0,1.0
positional,oracle,electricity,rf,treeshap,3,1.0,1.0,1.0
random,real,electricity,rf,treeshap,3,0.9028571428571428,0.8,0.8
random,random,electricity,rf,treeshap,3,0.6416666666666666,0.6,0.6
random,permuted,electricity,rf,treeshap,3,0.7961904761904761,0.6,0.6
random,constant,electricity,rf,treeshap,3,0.625,0.8,0.8
random,oracle,electricity,rf,treeshap,3,1.0,1.0,1.0
self_top5,real,electricity,rf,treeshap,3,1.0,1.0,1.0
self_top5,random,electricity,rf,treeshap,3,0.8083333333333333,0.6,0.6
self_top5,permuted,electricity,rf,treeshap,3,0.7783333333333333,0.6,0.6
self_top5,constant,electricity,rf,treeshap,3,0.625,1.0,1.0
self_top5,oracle,electricity,rf,treeshap,3,1.0,1.0,1.0
loso_top5,real,electricity,rf,treeshap,3,1.0,1.0,1.0
loso_top5,random,electricity,rf,treeshap,3,0.8083333333333333,0.6,0.6
loso_top5,permuted,electricity,rf,treeshap,3,0.7783333333333333,0.6,0.6
loso_top5,constant,electricity,rf,treeshap,3,0.625,1.0,1.0
loso_top5,oracle,electricity,rf,treeshap,3,1.0,1.0,1.0
positional,real,electricity,rf,treeshap,4,1.0,1.0,1.0
positional,random,electricity,rf,treeshap,4,0.7683333333333333,0.8,0.8
positional,permuted,electricity,rf,treeshap,4,0.5926190476190476,0.6,0.6
positional,constant,electricity,rf,treeshap,4,0.625,1.0,1.0
positional,oracle,electricity,rf,treeshap,4,1.0,1.0,1.0
random,real,electricity,rf,treeshap,4,0.9028571428571428,0.8,0.8
random,random,electricity,rf,treeshap,4,0.7116666666666667,0.6,0.6
random,permuted,electricity,rf,treeshap,4,0.525952380952381,0.6,0.6
random,constant,electricity,rf,treeshap,4,0.625,0.8,0.8
random,oracle,electricity,rf,treeshap,4,1.0,1.0,1.0
self_top5,real,electricity,rf,treeshap,4,1.0,1.0,1.0
self_top5,random,electricity,rf,treeshap,4,0.7683333333333333,0.8,0.8
self_top5,permuted,electricity,rf,treeshap,4,0.5926190476190476,0.6,0.6
self_top5,constant,electricity,rf,treeshap,4,0.625,1.0,1.0
self_top5,oracle,electricity,rf,treeshap,4,1.0,1.0,1.0
loso_top5,real,electricity,rf,treeshap,4,1.0,1.0,1.0
loso_top5,random,electricity,rf,treeshap,4,0.7683333333333333,0.8,0.8
loso_top5,permuted,electricity,rf,treeshap,4,0.5926190476190476,0.6,0.6
loso_top5,constant,electricity,rf,treeshap,4,0.625,1.0,1.0
loso_top5,oracle,electricity,rf,treeshap,4,1.0,1.0,1.0
positional,real,electricity,rf,lime,0,0.9266666666666666,0.8,0.8
positional,random,electricity,rf,lime,0,0.7683333333333333,0.8,0.8
positional,permuted,electricity,rf,lime,0,0.5059523809523809,0.4,0.4
positional,constant,electricity,rf,lime,0,0.625,1.0,1.0
positional,oracle,electricity,rf,lime,0,1.0,1.0,1.0
random,real,electricity,rf,lime,0,0.8261904761904763,0.6,0.6
random,random,electricity,rf,lime,0,0.6392857142857143,0.4,0.4
random,permuted,electricity,rf,lime,0,0.9428571428571428,0.8,0.8
random,constant,electricity,rf,lime,0,0.625,0.6,0.6
random,oracle,electricity,rf,lime,0,1.0,1.0,1.0
self_top5,real,electricity,rf,lime,0,1.0,1.0,1.0
self_top5,random,electricity,rf,lime,0,0.81,0.8,0.8
self_top5,permuted,electricity,rf,lime,0,0.6416666666666666,0.6,0.6
self_top5,constant,electricity,rf,lime,0,0.625,0.8,0.8
self_top5,oracle,electricity,rf,lime,0,1.0,1.0,1.0
loso_top5,real,electricity,rf,lime,0,1.0,1.0,1.0
loso_top5,random,electricity,rf,lime,0,0.81,0.8,0.8
loso_top5,permuted,electricity,rf,lime,0,0.6416666666666666,0.6,0.6
loso_top5,constant,electricity,rf,lime,0,0.625,0.8,0.8
loso_top5,oracle,electricity,rf,lime,0,1.0,1.0,1.0
positional,real,electricity,rf,lime,1,0.8766666666666667,0.8,0.8
positional,random,electricity,rf,lime,1,0.9666666666666667,0.8,0.8
positional,permuted,electricity,rf,lime,1,0.7295238095238095,0.6,0.6
positional,constant,electricity,rf,lime,1,0.625,1.0,1.0
positional,oracle,electricity,rf,lime,1,1.0,1.0,1.0
random,real,electricity,rf,lime,1,0.8761904761904762,0.6,0.6
random,random,electricity,rf,lime,1,0.7861904761904762,0.8,0.8
random,permuted,electricity,rf,lime,1,0.6392857142857143,0.4,0.4
random,constant,electricity,rf,lime,1,0.625,0.6,0.6
random,oracle,electricity,rf,lime,1,1.0,1.0,1.0
self_top5,real,electricity,rf,lime,1,1.0,1.0,1.0
self_top5,random,electricity,rf,lime,1,0.8261904761904763,0.6,0.6
self_top5,permuted,electricity,rf,lime,1,0.7116666666666667,0.6,0.6
self_top5,constant,electricity,rf,lime,1,0.625,0.8,0.8
self_top5,oracle,electricity,rf,lime,1,1.0,1.0,1.0
loso_top5,real,electricity,rf,lime,1,1.0,1.0,1.0
loso_top5,random,electricity,rf,lime,1,0.8261904761904763,0.6,0.6
loso_top5,permuted,electricity,rf,lime,1,0.7116666666666667,0.6,0.6
loso_top5,constant,electricity,rf,lime,1,0.625,0.8,0.8
loso_top5,oracle,electricity,rf,lime,1,1.0,1.0,1.0
positional,real,electricity,rf,lime,2,0.8766666666666667,0.8,0.8
positional,random,electricity,rf,lime,2,0.6416666666666666,0.6,0.6
positional,permuted,electricity,rf,lime,2,0.4859523809523809,0.4,0.4
positional,constant,electricity,rf,lime,2,0.625,1.0,1.0
positional,oracle,electricity,rf,lime,2,1.0,1.0,1.0
random,real,electricity,rf,lime,2,0.8761904761904762,0.6,0.6
random,random,electricity,rf,lime,2,0.6861904761904762,0.8,0.8
random,permuted,electricity,rf,lime,2,0.6961904761904761,0.6,0.6
random,constant,electricity,rf,lime,2,0.625,0.6,0.6
random,oracle,electricity,rf,lime,2,1.0,1.0,1.0
self_top5,real,electricity,rf,lime,2,1.0,1.0,1.0
self_top5,random,electricity,rf,lime,2,0.5449999999999999,0.6,0.6
self_top5,permuted,electricity,rf,lime,2,0.6926190476190477,0.6,0.6
self_top5,constant,electricity,rf,lime,2,0.625,0.8,0.8
self_top5,oracle,electricity,rf,lime,2,1.0,1.0,1.0
loso_top5,real,electricity,rf,lime,2,1.0,1.0,1.0
loso_top5,random,electricity,rf,lime,2,0.5449999999999999,0.6,0.6
loso_top5,permuted,electricity,rf,lime,2,0.6926190476190477,0.6,0.6
loso_top5,constant,electricity,rf,lime,2,0.625,0.8,0.8
loso_top5,oracle,electricity,rf,lime,2,1.0,1.0,1.0
positional,real,electricity,rf,lime,3,0.8766666666666667,0.8,0.8
positional,random,electricity,rf,lime,3,0.9666666666666667,0.8,0.8
positional,permuted,electricity,rf,lime,3,0.7392857142857143,0.4,0.4
positional,constant,electricity,rf,lime,3,0.625,1.0,1.0
positional,oracle,electricity,rf,lime,3,1.0,1.0,1.0
random,real,electricity,rf,lime,3,0.8761904761904762,0.6,0.6
random,random,electricity,rf,lime,3,0.6961904761904761,0.6,0.6
random,permuted,electricity,rf,lime,3,0.6595238095238095,0.6,0.6
random,constant,electricity,rf,lime,3,0.625,0.6,0.6
random,oracle,electricity,rf,lime,3,1.0,1.0,1.0
self_top5,real,electricity,rf,lime,3,1.0,1.0,1.0
self_top5,random,electricity,rf,lime,3,0.8761904761904762,0.6,0.6
self_top5,permuted,electricity,rf,lime,3,0.7892857142857144,0.6,0.6
self_top5,constant,electricity,rf,lime,3,0.625,0.8,0.8
self_top5,oracle,electricity,rf,lime,3,1.0,1.0,1.0
loso_top5,real,electricity,rf,lime,3,1.0,1.0,1.0
loso_top5,random,electricity,rf,lime,3,0.8761904761904762,0.6,0.6
loso_top5,permuted,electricity,rf,lime,3,0.7892857142857144,0.6,0.6
loso_top5,constant,electricity,rf,lime,3,0.625,0.8,0.8
loso_top5,oracle,electricity,rf,lime,3,1.0,1.0,1.0
positional,real,electricity,rf,lime,4,0.8766666666666667,0.8,0.8
positional,random,electricity,rf,lime,4,1.0,1.0,1.0
positional,permuted,electricity,rf,lime,4,0.7961904761904761,0.6,0.6
positional,constant,electricity,rf,lime,4,0.625,1.0,1.0
positional,oracle,electricity,rf,lime,4,1.0,1.0,1.0
random,real,electricity,rf,lime,4,0.8761904761904762,0.6,0.6
random,random,electricity,rf,lime,4,0.6116666666666666,0.6,0.6
random,permuted,electricity,rf,lime,4,1.0,1.0,1.0
random,constant,electricity,rf,lime,4,0.625,0.6,0.6
random,oracle,electricity,rf,lime,4,1.0,1.0,1.0
self_top5,real,electricity,rf,lime,4,1.0,1.0,1.0
self_top5,random,electricity,rf,lime,4,0.9666666666666667,0.8,0.8
self_top5,permuted,electricity,rf,lime,4,0.7295238095238095,0.6,0.6
self_top5,constant,electricity,rf,lime,4,0.625,0.8,0.8
self_top5,oracle,electricity,rf,lime,4,1.0,1.0,1.0
loso_top5,real,electricity,rf,lime,4,1.0,1.0,1.0
loso_top5,random,electricity,rf,lime,4,0.9666666666666667,0.8,0.8
loso_top5,permuted,electricity,rf,lime,4,0.7295238095238095,0.6,0.6
loso_top5,constant,electricity,rf,lime,4,0.625,0.8,0.8
loso_top5,oracle,electricity,rf,lime,4,1.0,1.0,1.0
positional,real,electricity,hgb,treeshap,0,0.8766666666666667,0.8,0.8
positional,random,electricity,hgb,treeshap,0,0.7416666666666667,0.6,0.6
